date,payment_method,amount,transaction_count,company,dayofweek,month,year,is_weekend
2024-11-28,SUMUP,1184.23,188,forge,3,11,2024,0
2024-11-29,CASH,120.55,22,forge,4,11,2024,0
2024-11-29,SUMUP,1823.81,285,forge,4,11,2024,0
2024-11-30,CASH,217.55,45,forge,5,11,2024,1
2024-11-30,SUMUP,2924.96,373,forge,5,11,2024,1
2024-12-01,SUMUP,1919.38,228,forge,6,12,2024,1
2024-12-02,SUMUP,1108.17,187,forge,0,12,2024,0
2024-12-03,SUMUP,1051.19,175,forge,1,12,2024,0
2024-12-04,SUMUP,1295.23,202,forge,2,12,2024,0
2024-12-05,SUMUP,1207.74,200,forge,3,12,2024,0
2024-12-06,SUMUP,1594.06,240,forge,4,12,2024,0
2024-12-07,CASH,68.2,16,forge,5,12,2024,1
2024-12-07,SUMUP,2525.78,304,forge,5,12,2024,1
2024-12-08,CASH,463.97999999999996,74,forge,6,12,2024,1
2024-12-08,OTHER,3.5,1,forge,6,12,2024,1
2024-12-08,SUMUP,2585.47,307,forge,6,12,2024,1
2024-12-09,OTHER,0.0,1,forge,0,12,2024,0
2024-12-09,SUMUP,1112.0,175,forge,0,12,2024,0
2024-12-09,VOUCHER,9.0,1,forge,0,12,2024,0
2024-12-10,OTHER,0.0,1,forge,1,12,2024,0
2024-12-10,SUMUP,1222.05,180,forge,1,12,2024,0
2024-12-11,SUMUP,1083.36,172,forge,2,12,2024,0
2024-12-12,OTHER,0.0,1,forge,3,12,2024,0
2024-12-12,SUMUP,1261.05,200,forge,3,12,2024,0
2024-12-13,SUMUP,1619.32,234,forge,4,12,2024,0
2024-12-14,SUMUP,2406.11,305,forge,5,12,2024,1
2024-12-14,VOUCHER,83.4,1,forge,5,12,2024,1
2024-12-15,SUMUP,2013.51,215,forge,6,12,2024,1
2024-12-16,SUMUP,1147.13,170,forge,0,12,2024,0
2024-12-17,SUMUP,1111.44,171,forge,1,12,2024,0
2024-12-18,SUMUP,1323.6200000000001,187,forge,2,12,2024,0
2024-12-19,OTHER,18.4,1,forge,3,12,2024,0
2024-12-19,SUMUP,1310.18,197,forge,3,12,2024,0
2024-12-19,VOUCHER,25.0,1,forge,3,12,2024,0
2024-12-20,SUMUP,1754.37,211,forge,4,12,2024,0
2024-12-21,SUMUP,2501.54,295,forge,5,12,2024,1
2024-12-22,SUMUP,1879.76,195,forge,6,12,2024,1
2024-12-23,SUMUP,1699.47,201,forge,0,12,2024,0
2024-12-24,SUMUP,1635.56,172,forge,1,12,2024,0
2024-12-24,VOUCHER,11.45,1,forge,1,12,2024,0
2024-12-28,SUMUP,1422.76,151,forge,5,12,2024,1
2024-12-29,SUMUP,1523.14,136,forge,6,12,2024,1
2024-12-30,OTHER,-10.0,1,forge,0,12,2024,0
2024-12-30,SUMUP,1080.85,111,forge,0,12,2024,0
2024-12-30,VOUCHER,10.0,1,forge,0,12,2024,0
2024-12-31,SUMUP,1233.2,141,forge,1,12,2024,0
2025-01-02,OTHER,16.6,1,forge,3,1,2025,0
2025-01-02,SUMUP,1461.39,181,forge,3,1,2025,0
2025-01-03,SUMUP,1627.8700000000001,226,forge,4,1,2025,0
2025-01-04,OTHER,3.6,1,forge,5,1,2025,1
2025-01-04,SUMUP,1932.58,247,forge,5,1,2025,1
2025-01-04,VOUCHER,18.75,1,forge,5,1,2025,1
2025-01-05,OTHER,0.0,1,forge,6,1,2025,1
2025-01-05,SUMUP,1084.1299999999999,128,forge,6,1,2025,1
2025-01-06,SUMUP,1053.13,134,forge,0,1,2025,0
2025-01-07,OTHER,6.37,2,forge,1,1,2025,0
2025-01-07,SUMUP,758.52,96,forge,1,1,2025,0
2025-01-08,SUMUP,993.62,131,forge,2,1,2025,0
2025-01-09,OTHER,0.0,1,forge,3,1,2025,0
2025-01-09,SUMUP,815.6,126,forge,3,1,2025,0
2025-01-10,SUMUP,1060.47,141,forge,4,1,2025,0
2025-01-11,CASH,93.1,17,forge,5,1,2025,1
2025-01-11,SUMUP,2168.78,274,forge,5,1,2025,1
2025-01-12,SUMUP,1845.6299999999999,194,forge,6,1,2025,1
2025-01-13,CASH,7.5,1,forge,0,1,2025,0
2025-01-13,SUMUP,907.6899999999999,132,forge,0,1,2025,0
2025-01-14,SUMUP,221.55,56,forge,1,1,2025,0
2025-01-15,SUMUP,676.4,93,forge,2,1,2025,0
2025-01-16,OTHER,0.0,2,forge,3,1,2025,0
2025-01-16,SUMUP,1073.62,167,forge,3,1,2025,0
2025-01-17,SUMUP,1328.43,193,forge,4,1,2025,0
2025-01-18,SUMUP,2117.64,276,forge,5,1,2025,1
2025-01-18,VOUCHER,26.799999999999997,2,forge,5,1,2025,1
2025-01-19,SUMUP,1495.92,172,forge,6,1,2025,1
2025-01-20,SUMUP,1011.69,155,forge,0,1,2025,0
2025-01-21,SUMUP,1006.67,140,forge,1,1,2025,0
2025-01-21,VOUCHER,23.6,1,forge,1,1,2025,0
2025-01-22,SUMUP,950.25,159,forge,2,1,2025,0
2025-01-22,VOUCHER,8.4,1,forge,2,1,2025,0
2025-01-23,SUMUP,990.04,164,forge,3,1,2025,0
2025-01-24,SUMUP,1347.7,202,forge,4,1,2025,0
2025-01-25,SUMUP,2312.14,306,forge,5,1,2025,1
2025-01-26,SUMUP,1799.52,216,forge,6,1,2025,1
2025-01-27,SUMUP,981.85,146,forge,0,1,2025,0
2025-01-27,VOUCHER,21.3,1,forge,0,1,2025,0
2025-01-28,SUMUP,939.95,139,forge,1,1,2025,0
2025-01-29,SUMUP,1248.41,211,forge,2,1,2025,0
2025-01-30,OTHER,0.0,1,forge,3,1,2025,0
2025-01-30,SUMUP,1258.27,200,forge,3,1,2025,0
2025-01-31,OTHER,0.0,1,forge,4,1,2025,0
2025-01-31,SUMUP,1572.21,223,forge,4,1,2025,0
2025-02-01,OTHER,0.0,1,forge,5,2,2025,1
2025-02-01,SUMUP,2439.51,295,forge,5,2,2025,1
2025-02-02,SUMUP,1973.74,240,forge,6,2,2025,1
2025-02-02,VOUCHER,19.2,1,forge,6,2,2025,1
2025-02-03,SUMUP,1312.76,204,forge,0,2,2025,0
2025-02-04,OTHER,11.5,1,forge,1,2,2025,0
2025-02-04,SUMUP,1156.7,189,forge,1,2,2025,0
2025-02-05,OTHER,4.95,1,forge,2,2,2025,0
2025-02-05,SUMUP,1244.32,205,forge,2,2,2025,0
2025-02-05,VOUCHER,14.85,1,forge,2,2,2025,0
2025-02-06,SUMUP,1288.33,189,forge,3,2,2025,0
2025-02-07,SUMUP,1753.18,244,forge,4,2,2025,0
2025-02-08,SUMUP,2260.47,289,forge,5,2,2025,1
2025-02-08,VOUCHER,38.8,1,forge,5,2,2025,1
2025-02-09,SUMUP,1789.0,223,forge,6,2,2025,1
2025-02-10,SUMUP,1153.53,189,forge,0,2,2025,0
2025-02-11,SUMUP,1340.67,203,forge,1,2,2025,0
2025-02-11,VOUCHER,4.6,1,forge,1,2,2025,0
2025-02-12,SUMUP,1185.71,194,forge,2,2,2025,0
2025-02-13,OTHER,0.0,2,forge,3,2,2025,0
2025-02-13,SUMUP,1541.86,225,forge,3,2,2025,0
2025-02-14,SUMUP,1821.15,244,forge,4,2,2025,0
2025-02-15,SUMUP,2155.59,283,forge,5,2,2025,1
2025-02-15,VOUCHER,13.2,1,forge,5,2,2025,1
2025-02-16,SUMUP,2005.91,239,forge,6,2,2025,1
2025-02-17,SUMUP,1431.9,196,forge,0,2,2025,0
2025-02-18,SUMUP,1454.3700000000001,193,forge,1,2,2025,0
2025-02-19,OTHER,6.3,1,forge,2,2,2025,0
2025-02-19,SUMUP,1301.85,210,forge,2,2,2025,0
2025-02-20,SUMUP,1444.31,212,forge,3,2,2025,0
2025-02-21,SUMUP,1801.93,243,forge,4,2,2025,0
2025-02-21,VOUCHER,27.05,2,forge,4,2,2025,0
2025-02-22,SUMUP,2382.13,304,forge,5,2,2025,1
2025-02-22,VOUCHER,9.399999999999999,2,forge,5,2,2025,1
